Marca temporal;Género;Indicá cuál;Edad;Ocupación principal;Indicá cuál;En el último año, tu nivel de uso:;¿Cómo evalúas el estado y mantenimiento de las bicicletas simples? ;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es regular;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es malo;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es muy malo;¿Cómo evalúas la comodidad de las bicicletas simples? ;Indicá las razones por las que considerás que la comodidad de las bicicletas es regular;Indicá las razones por las que considerás que la comodidad de las bicicletas es mala;Indicá las razones por las que considerás que la comodidad de las bicicletas es muy mala;¿Cómo evalúas el funcionamiento general de las estaciones?;Indicá las razones por las que considerás que el funcionamiento de las estaciones es regular;Indicá las razones por las que considerás que el funcionamiento de las estaciones es malo;Indicá las razones por las que considerás que el funcionamiento de las estaciones es muy malo;¿Cómo evalúas las instrucciones para el uso del sistema disponibles en cada estación?;¿En general, cómo evalúas los canales de comunicación disponibles para los usuarios del Sistema de Bicis? ;¿Has utilizado la APP (aplicación gratuita) de Mi Bici Tu Bici? ;La aplicación te ha resultado:;¿Consultas la página web de Mi Bici Tu Bici a la hora de utilizar el sistema?;De bicicletas al momento de su uso;De lugar al momento de devolver la bicicleta ;¿Qué factores te motivan a usar el Sistema de Bicis?;¿Cuál es la actividad principal que motiva tus viajes en el sistema? ;¿Cuál era el principal modo de transporte que utilizabas antes para realizar los viajes que hacés ahora en bicicleta pública? ;¿Has utilizado las bicis dobles (tándem)? ;¿Conocés el sistema de franquicias disponible para trabajadores y estudiantes? ;En una escala de 0 a 10 ¿Cómo valorás el grado de utilidad que tiene para vos el servicio de bicicletas públicas?;En una escala de 0 a 10 ¿Cuál es tu nivel de satisfacción general en relación al servicio?;¿Cuál es la razón principal por la que disminuiste la frecuencia de uso de las bicis públicas o dejaste de usarlas? ;Elija la razón principal a la que atribuye las deficiencias del sistema;¿En qué modo de transporte realizás ahora los viajes que antes hacías con la bicicleta pública? ;¿Has utilizado las bicis dobles (tándem)? ;¿Conocés el sistema de franquicias disponible para trabajadores y estudiantes? ;¿Te gustaría volver a utilizar el sistema con la frecuencia que lo hacías antes?
8/12/2018 15:54:59;Femenino;;18;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Regular;Mal funcionamiento mecánico, Hace ruido al andar;;;Regular;Bici muy pesada, Otro;;;Bueno;;;;Buenas;Buenos;No;;No;Insuficiente;Suficiente;Otro;Ir a lugar de esparcimiento;Ninguno en particular (usaba distintos modos);Sí;Sí;6;6;;;;;;
8/12/2018 16:18:43;Masculino;;29;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Ninguno en particular (uso distintos modos);Sí;Sí;Sí
8/12/2018 18:01:44;Femenino;;28;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Regular;Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;Sí;Muy útil;Sí;No sabe/No contesta;No sabe/No contesta;Protección del ambiente;Ir/volver al trabajo;Colectivo;No;No;8;8;;;;;;
8/12/2018 18:28:10;Masculino;;18;Estudiante;;Ha aumentado;Bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Insuficiente;Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir/ volver de mi lugar de estudio;Colectivo;Sí;No;7;8;;;;;;
8/12/2018 19:32:59;Femenino;;22;Estudiante;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;Colectivo;Sí;Sí;Sí
8/12/2018 19:35:06;Femenino;;21;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Estaciones frecuentemente fuera de servicio;Colectivo;Sí;No;Sí
8/12/2018 19:37:33;Femenino;;71;Jubilado/ Pensionado;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;Colectivo;No;No;Sí
8/12/2018 20:41:45;Femenino;;41;Trabajador independiente;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;No;7;7;;;;;;
8/12/2018 22:12:15;Masculino;;33;Estudiante;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Otro;No;Sí;No sabe/ No contesta
8/12/2018 22:46:57;Femenino;;28;Estudiante;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Estaciones frecuentemente fuera de servicio;A pie;Sí;No;Sí
8/12/2018 23:33:19;Femenino;;32;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Adquirí bici propia;;Bici propia;No;No;No sabe/ No contesta
8/12/2018 23:34:36;Femenino;;16;Estudiante;;Ha aumentado;Muy bueno;;;;Muy buena;;;;Regular;Falta de bicis disponibles o espacios para devolución;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;No sabe/No contesta;Cuido mi salud, Protección del ambiente, Comodidad;La uso para todas mis actividades;Bici propia;No;No;8;8;;;;;;
8/13/2018 0:53:43;Femenino;;26;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Falta de disponibilidad de bicicletas o espacios para devolución;A pie;Sí;No;Sí
8/13/2018 1:18:02;Femenino;;50;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Colectivo;Sí;Sí;Sí
8/13/2018 8:40:40;Masculino;;33;Trabajador en relación de dependencia;;Ha sido constante;Regular;Neumáticos desinflados, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces;;;Regular;Diseño general deficiente;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Actividades sociales;Auto como conductor;Sí;No;6;5;;;;;;
8/13/2018 8:57:14;Femenino;;25;Trabajador en relación de dependencia;;Ha aumentado;Muy bueno;;;;Regular;Tipo de asiento;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Colectivo;Sí;No;4;8;;;;;;
8/13/2018 9:04:46;Masculino;;52;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;A pie;No;Sí;Sí
8/13/2018 9:38:54;Femenino;;19;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Regular;Problemas para liberar la bici;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Comodidad;Ir/ volver de mi lugar de estudio;Colectivo;No;Sí;10;9;;;;;;
8/13/2018 9:46:31;Femenino;;31;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Adquirí bici propia;;Ninguno en particular (uso distintos modos);Sí;Sí;No sabe/ No contesta
8/13/2018 10:12:16;Femenino;;39;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;No;;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir/volver al trabajo;Colectivo;No;No;8;8;;;;;;
8/13/2018 10:19:04;Femenino;;42;Trabajador en relación de dependencia;;Ha aumentado;Muy bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Buenos;Sí;Algo útil;No;Suficiente;Insuficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir/volver al trabajo;Auto como conductor;Sí;No;9;8;;;;;;
8/13/2018 10:36:30;Masculino;;28;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Malos;Sí;Algo útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;La uso para todas mis actividades;Colectivo;Sí;No;9;8;;;;;;
8/13/2018 11:00:09;Femenino;;34;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Regular;Neumáticos desinflados, Problemas para regular el asiento, Pedales dañados;;;Buena;;;;Regular;Problemas para liberar la bici, Problemas al anclar la bici;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero;Ir/volver al trabajo;Ninguno en particular (usaba distintos modos);No;Sí;6;6;;;;;;
8/13/2018 11:04:01;Femenino;;28;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Regular;Otro;;;Regular;Otro;;;Regular;Otro;;;Muy buenas;Muy buenos;No;;No;No sabe/No contesta;No sabe/No contesta;Comodidad;Ir/volver al trabajo;Colectivo;No;Sí;8;5;;;;;;
8/13/2018 12:46:16;Femenino;;21;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;No;No;No sabe/ No contesta
8/13/2018 13:17:55;Masculino;;25;Estudiante;;Ha sido constante;Bueno;;;;Regular;Bici muy pesada, Tipo de asiento;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud;La uso para todas mis actividades;Colectivo;Sí;Sí;8;7;;;;;;
8/13/2018 13:25:27;Masculino;;30;Trabajador en relación de dependencia;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Protección del ambiente;Actividades sociales;Colectivo;Sí;No;10;8;;;;;;
8/13/2018 13:36:33;Masculino;;44;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Adquirí bici propia;;Bici propia;No;Sí;Sí
8/13/2018 13:52:22;Femenino;;31;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Muy buenos;No;;No;Insuficiente;Suficiente;Ahorro de tiempo;Uso recreativo/ deportivo (sin destino específico);A pie;Sí;No;8;8;;;;;;
8/13/2018 14:29:05;Femenino;;20;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Insuficiente;Ahorro de tiempo;Ir/ volver de mi lugar de estudio;Colectivo;No;Sí;10;10;;;;;;
8/13/2018 14:40:14;Masculino;;24;Estudiante;;Ha sido constante;Regular;Mal funcionamiento mecánico, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Pedales dañados, Hace ruido al andar;;;Regular;Se debe pedalear mucho para avanzar, Tipo de manubrio incómodo, Tipo de asiento;;;Regular;Problemas al leer la tarjeta, Problemas para liberar la bici, Anclajes rotos, Falta de bicis disponibles o espacios para devolución;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir/ volver de mi lugar de estudio;Colectivo;No;Sí;8;7;;;;;;
8/13/2018 14:47:05;Masculino;;33;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Regular;Tipo de manubrio incómodo, Bici muy pesada, Otro;;;Bueno;;;;Buenas;Regulares;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Actividades sociales;Bici propia;No;No;7;6;;;;;;
8/13/2018 16:01:45;Femenino;;31;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Insuficiente;Insuficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Ir/ volver de mi lugar de estudio;A pie;No;No;7;7;;;;;;
8/13/2018 16:14:32;Masculino;;33;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Estaciones frecuentemente fuera de servicio;Colectivo;Sí;Sí;Sí
8/13/2018 16:19:24;Masculino;;52;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;Colectivo;No;No;No sabe/ No contesta
8/13/2018 17:00:50;Femenino;;17;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Adquirí bici propia;;Colectivo;Sí;Sí;Sí
8/13/2018 17:24:59;Femenino;;54;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Regular;Tipo de asiento, Diseño general deficiente;;;Regular;Falta de bicis disponibles o espacios para devolución;;;Regulares;Regulares;No;;No;Suficiente;No sabe/No contesta;Ahorro de tiempo, Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;No;3;3;;;;;;
8/13/2018 18:16:44;Masculino;;36;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Buenos;No;;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud;La uso para todas mis actividades;Taxi/ Remís;No;No;9;9;;;;;;
8/13/2018 18:46:32;Femenino;;30;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;A pie;Sí;No;Sí
8/13/2018 19:22:05;Masculino;;35;Desocupado;;Ha sido constante;Regular;Mal funcionamiento mecánico, Neumáticos desinflados, Problemas para regular el asiento, No funciona el timbre, Hace ruido al andar;;;Muy buena;;;;Bueno;;;;Buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo;Actividades sociales;Bici propia;Sí;Sí;8;6;;;;;;
8/13/2018 19:53:19;Masculino;;52;Trabajador independiente;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de dinero;La uso para todas mis actividades;Auto como conductor;No;Sí;8;8;;;;;;
8/13/2018 20:50:27;Femenino;;25;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Regular;Mal funcionamiento mecánico, Neumáticos desinflados, Ausencia o mal funcionamiento de luces, No funciona el timbre, Hace ruido al andar;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para visualizar la pantalla, Anclajes rotos;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;No sabe/No contesta;Ahorro de dinero, Cuido mi salud;Ir/ volver de mi lugar de estudio;Colectivo;Sí;No;8;7;;;;;;
8/13/2018 21:46:17;Femenino;;29;Estudiante;;Ha sido constante;Regular;Ausencia o mal funcionamiento de luces, Hace ruido al andar, Otro;;;Muy buena;;;;Regular;Problemas al leer la tarjeta;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);A pie;No;No;8;9;;;;;;
8/13/2018 21:46:53;Femenino;;18;Desocupado;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;A pie;Sí;Sí;Sí
8/13/2018 22:22:06;Femenino;;25;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;Colectivo;No;No;Sí
8/31/2018 14:03:18;Femenino;;34;Trabajador independiente;;Ha sido constante;Muy malo;;;Neumáticos desinflados, No funciona el timbre, Hace ruido al andar;Regular;Diseño general deficiente;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Anclajes rotos;;;Buenas;Muy malos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo;Actividades sociales;Colectivo;Sí;No;5;3;;;;;;
8/13/2018 23:29:42;Femenino;;38;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Muy bueno;;;;Regulares;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Protección del ambiente, Comodidad;Uso recreativo/ deportivo (sin destino específico);Auto como conductor;Sí;No;8;8;;;;;;
8/14/2018 0:40:20;Masculino;;58;Trabajador independiente;;Ha aumentado;Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Regulares;No;;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Protección del ambiente;La uso para todas mis actividades;Auto como conductor;Sí;No;10;10;;;;;;
8/14/2018 1:05:30;Femenino;;40;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;Colectivo;No;No;Sí
8/14/2018 8:55:10;Femenino;;35;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;Colectivo;No;Sí;Sí
8/14/2018 8:59:36;Femenino;;35;Ama/o de casa (trabaja en tareas de su hogar);;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Muy bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero;Uso recreativo/ deportivo (sin destino específico);Colectivo;Sí;No;8;8;;;;;;
8/14/2018 9:45:44;Masculino;;30;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Muy buenos;No;;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Ir a lugar de esparcimiento;Auto como conductor;Sí;No;3;8;;;;;;
8/14/2018 10:55:44;Femenino;;19;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Comodidad;Actividades sociales;Colectivo;Sí;No;2;5;;;;;;
8/14/2018 11:01:20;Femenino;;19;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;No;No;Sí
8/14/2018 11:08:11;Femenino;;38;Trabajador en relación de dependencia;;Ha aumentado;Regular;Mal funcionamiento mecánico, Falta de limpieza, Ausencia o mal funcionamiento de luces, Pedales dañados, No funciona el timbre, Hace ruido al andar;;;Muy buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici, Falta de bicis disponibles o espacios para devolución;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Cuido mi salud, Comodidad;Ir/volver al trabajo;Colectivo;No;No;10;8;;;;;;
8/14/2018 11:49:53;Femenino;;34;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;Colectivo;No;Sí;Sí
8/31/2018 14:17:38;Masculino;;34;Trabajador en relación de dependencia;;Ha aumentado;Regular;Mal funcionamiento mecánico, Neumáticos desinflados, Hace ruido al andar, Otro;;;Regular;Se debe pedalear mucho para avanzar, Tipo de manubrio incómodo, Bici muy pesada, Diseño general deficiente, Otro;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas para visualizar la pantalla, Falta de bicis disponibles o espacios para devolución, Otro;;;Buenas;Buenos;Sí;Algo útil;No;Insuficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero;Ir/volver al trabajo;Auto como conductor;Sí;No;9;7;;;;;;
8/14/2018 14:25:16;Femenino;;35;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud;Actividades sociales;Colectivo;No;No;8;8;;;;;;
8/14/2018 14:44:20;Masculino;;41;Trabajador independiente;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de dinero;Ir/volver al trabajo;Colectivo;No;No;8;8;;;;;;
8/14/2018 15:05:59;Femenino;;49;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Regulares;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Auto como conductor;No;No;8;8;;;;;;
8/14/2018 16:31:15;Masculino;;19;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;No sabe/No contesta;No sabe/No contesta;Ahorro de tiempo, Ahorro de dinero;Ir/ volver de mi lugar de estudio;Ninguno en particular (usaba distintos modos);No;Sí;2;5;;;;;;
8/14/2018 17:06:41;Masculino;;35;Trabajador en relación de dependencia;;Ha aumentado;Regular;Mal funcionamiento mecánico, Neumáticos desinflados;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;Actividades sociales;Colectivo;No;No;7;8;;;;;;
8/14/2018 17:27:31;Femenino;;26;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Regular;Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;No;;No;No sabe/No contesta;No sabe/No contesta;Ahorro de tiempo, Cuido mi salud;Actividades sociales;Colectivo;No;No;8;9;;;;;;
8/14/2018 18:15:10;Femenino;;28;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero;Uso recreativo/ deportivo (sin destino específico);Bici propia;No;No;10;10;;;;;;
8/14/2018 19:48:37;Masculino;;24;Estudiante;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;Colectivo;No;No;Sí
8/14/2018 19:58:19;Masculino;;17;Estudiante;;Ha sido constante;Regular;Neumáticos desinflados, Problemas para regular el asiento, Hace ruido al andar;;;Buena;;;;Regular;Problemas al leer la tarjeta, Problemas para liberar la bici;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Comodidad;Actividades sociales;Ninguno en particular (usaba distintos modos);No;Sí;7;8;;;;;;
8/14/2018 20:30:41;Femenino;;35;Estudiante;;Ha aumentado;Regular;Mal funcionamiento mecánico, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Pedales dañados, No funciona el timbre;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici, Problemas al anclar la bici, Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;Sí;Muy útil;No;Insuficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);A pie;Sí;No;10;8;;;;;;
8/14/2018 21:32:38;Masculino;;30;Trabajador en relación de dependencia;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Buenas;Buenos;Sí;Poco útil;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Comodidad, Otro;Otro;Auto como conductor;Sí;Sí;10;8;;;;;;
8/15/2018 4:03:23;Masculino;;35;Desocupado;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Auto como conductor;Sí;Sí;Sí
8/15/2018 7:26:16;Masculino;;29;Estudiante;;Ha sido constante;Bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas para liberar la bici, Anclajes rotos, Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;La uso para todas mis actividades;A pie;Sí;No;8;7;;;;;;
8/15/2018 9:19:47;Femenino;;46;Trabajador en relación de dependencia;;Ha sido constante;Regular;Mal funcionamiento mecánico, Neumáticos desinflados, Pedales dañados, Hace ruido al andar;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici, Anclajes rotos;;;Buenas;Buenos;Sí;Muy útil;No;Insuficiente;Insuficiente;Ahorro de tiempo, Comodidad;La uso para todas mis actividades;Colectivo;Sí;No;7;7;;;;;;
8/15/2018 9:26:32;Masculino;;23;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;Actividades sociales;Colectivo;No;No;7;7;;;;;;
8/15/2018 10:14:57;Femenino;;32;Ama/o de casa (trabaja en tareas de su hogar);;Me inscribí recientemente (en los últimos 6 meses);Regular;Problemas para regular el asiento, Pedales dañados;;;Mala;;Bici muy pesada, Tipo de asiento;;Regular;Problemas para liberar la bici, Problemas al anclar la bici, Falta de bicis disponibles o espacios para devolución;;;Buenas;Regulares;No;;No;Insuficiente;No sabe/No contesta;Cuido mi salud;Ir/volver al trabajo;Colectivo;Sí;No;4;4;;;;;;
8/15/2018 10:26:33;Femenino;;24;Ama/o de casa (trabaja en tareas de su hogar);;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Colectivo;No;No;Sí
8/15/2018 10:58:07;Masculino;;38;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;No;;Sí;Insuficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;La uso para todas mis actividades;Bici propia;Sí;No;10;10;;;;;;
8/15/2018 11:07:48;Femenino;;30;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Regulares;Regulares;Sí;Muy útil;No;Suficiente;Insuficiente;Ahorro de tiempo, Ahorro de dinero;Ir/volver al trabajo;Colectivo;Sí;No;7;7;;;;;;
8/15/2018 16:41:31;Femenino;;20;Estudiante;;Ha sido constante;Bueno;;;;Regular;Tipo de asiento;;;Bueno;;;;Muy buenas;Buenos;Sí;Algo útil;No;Insuficiente;Insuficiente;Comodidad;Ir/ volver de mi lugar de estudio;Colectivo;No;No;7;8;;;;;;
8/15/2018 18:51:20;Femenino;;52;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Regulares;Buenos;Sí;Muy útil;No;No sabe/No contesta;No sabe/No contesta;Ahorro de tiempo, Ahorro de dinero;Ir/volver al trabajo;Colectivo;No;Sí;8;8;;;;;;
